id,serial,product,action
679,G5V7,"Apple iPad mini 3 (64GB) Wi-Fi",
680,G5V7,"Apple iPad mini 3 (128GB) Wi-Fi",
681,G5V8,"Apple iPad mini 3 (16GB) Wi-Fi",
682,G5V8,"Apple iPad mini 3 (64GB) Wi-Fi",
683,G5V8,"Apple iPad mini 3 (128GB) Wi-Fi",
684,G5V9,"Apple iPad mini 3 (16GB) Wi-Fi",
685,G5V9,"Apple iPad mini 3 (64GB) Wi-Fi",
686,G5V9,"Apple iPad mini 3 (128GB) Wi-Fi",
687,G5Y3,"Apple iPad mini 3 (16GB) Wi-Fi + Cellular",
688,G5Y3,"Apple iPad mini 3 (64GB) Wi-Fi + Cellular",
689,G5Y3,"Apple iPad mini 3 (128GB) Wi-Fi + Cellular",
690,G5Y5,"Apple iPad mini 3 (16GB) Wi-Fi + Cellular",
691,G5Y5,"Apple iPad mini 3 (64GB) Wi-Fi + Cellular",
692,G5Y5,"Apple iPad mini 3 (128GB) Wi-Fi + Cellular",
693,G5YH,"Apple iPad mini 3 (16GB) Wi-Fi + Cellular",
694,G5YH,"Apple iPad mini 3 (64GB) Wi-Fi + Cellular",
695,G5YH,"Apple iPad mini 3 (128GB) Wi-Fi + Cellular",
696,G5YJ,"Apple iPad mini 3 (16GB) Wi-Fi + Cellular",
697,G5YJ,"Apple iPad mini 3 (64GB) Wi-Fi + Cellular",
698,G5YJ,"Apple iPad mini 3 (128GB) Wi-Fi + Cellular",
699,G5YK,"Apple iPad mini 3 (16GB) Wi-Fi + Cellular",
700,G5YK,"Apple iPad mini 3 (64GB) Wi-Fi + Cellular",
701,G5YK,"Apple iPad mini 3 (128GB) Wi-Fi + Cellular",
702,GHK9,"Apple iPad mini 4 (16GB) Wi-Fi",
703,GHK9,"Apple iPad mini 4 (32GB) Wi-Fi",
704,GHK9,"Apple iPad mini 4 (64GB) Wi-Fi",
705,GHK9,"Apple iPad mini 4 (128GB) Wi-Fi",
706,GHKC,"Apple iPad mini 4 (16GB) Wi-Fi",
707,GHKC,"Apple iPad mini 4 (32GB) Wi-Fi",
708,GHKC,"Apple iPad mini 4 (64GB) Wi-Fi",
709,GHKC,"Apple iPad mini 4 (128GB) Wi-Fi",
710,GHKF,"Apple iPad mini 4 (16GB) Wi-Fi",
711,GHKF,"Apple iPad mini 4 (32GB) Wi-Fi",
712,GHKF,"Apple iPad mini 4 (64GB) Wi-Fi",
713,GHKF,"Apple iPad mini 4 (128GB) Wi-Fi",
714,GHKG,"Apple iPad mini 4 (16GB) Wi-Fi",
715,GHKG,"Apple iPad mini 4 (32GB) Wi-Fi",
716,GHKG,"Apple iPad mini 4 (64GB) Wi-Fi",
717,GHKG,"Apple iPad mini 4 (128GB) Wi-Fi",
718,GHKH,"Apple iPad mini 4 (16GB) Wi-Fi",
719,GHKH,"Apple iPad mini 4 (32GB) Wi-Fi",
720,GHKH,"Apple iPad mini 4 (64GB) Wi-Fi",
721,GHKH,"Apple iPad mini 4 (128GB) Wi-Fi",
722,GHKJ,"Apple iPad mini 4 (16GB) Wi-Fi",
723,GHKJ,"Apple iPad mini 4 (32GB) Wi-Fi",
724,GHKJ,"Apple iPad mini 4 (64GB) Wi-Fi",
725,GHKJ,"Apple iPad mini 4 (128GB) Wi-Fi",
726,GHKK,"Apple iPad mini 4 (16GB) Wi-Fi",
727,GHKK,"Apple iPad mini 4 (32GB) Wi-Fi",
728,GHKK,"Apple iPad mini 4 (64GB) Wi-Fi",
729,GHKK,"Apple iPad mini 4 (128GB) Wi-Fi",
730,GHKL,"Apple iPad mini 4 (16GB) Wi-Fi",
731,GHKL,"Apple iPad mini 4 (32GB) Wi-Fi",
732,GHKL,"Apple iPad mini 4 (64GB) Wi-Fi",
733,GHKL,"Apple iPad mini 4 (128GB) Wi-Fi",
734,GHMG,"Apple iPad mini 4 (16GB) Wi-Fi + Cellular",
735,GHMG,"Apple iPad mini 4 (32GB) Wi-Fi + Cellular",
736,GHMG,"Apple iPad mini 4 (64GB) Wi-Fi + Cellular",
737,GHMG,"Apple iPad mini 4 (128GB) Wi-Fi + Cellular",
738,GHMK,"Apple iPad mini 4 (16GB) Wi-Fi + Cellular",
739,GHMK,"Apple iPad mini 4 (32GB) Wi-Fi + Cellular",
740,GHMK,"Apple iPad mini 4 (64GB) Wi-Fi + Cellular",
741,GHMK,"Apple iPad mini 4 (128GB) Wi-Fi + Cellular",
742,GHMN,"Apple iPad mini 4 (16GB) Wi-Fi + Cellular",
743,GHMN,"Apple iPad mini 4 (32GB) Wi-Fi + Cellular",
744,GHMN,"Apple iPad mini 4 (64GB) Wi-Fi + Cellular",
745,GHMN,"Apple iPad mini 4 (128GB) Wi-Fi + Cellular",
746,GHMP,"Apple iPad mini 4 (16GB) Wi-Fi + Cellular",
747,GHMP,"Apple iPad mini 4 (32GB) Wi-Fi + Cellular",
748,GHMP,"Apple iPad mini 4 (64GB) Wi-Fi + Cellular",
749,GHMP,"Apple iPad mini 4 (128GB) Wi-Fi + Cellular",
750,GHMQ,"Apple iPad mini 4 (16GB) Wi-Fi + Cellular",
751,GHMQ,"Apple iPad mini 4 (32GB) Wi-Fi + Cellular",
752,GHMQ,"Apple iPad mini 4 (64GB) Wi-Fi + Cellular",
753,GHMQ,"Apple iPad mini 4 (128GB) Wi-Fi + Cellular",
754,F199,"Apple iPad mini (16GB) Wi-Fi + Cellular",
755,F199,"Apple iPad mini (32GB) Wi-Fi + Cellular",
756,F199,"Apple iPad mini (64GB) Wi-Fi + Cellular",
757,F19C,"Apple iPad mini (16GB) Wi-Fi + Cellular",
758,F19C,"Apple iPad mini (32GB) Wi-Fi + Cellular",
759,F19C,"Apple iPad mini (64GB) Wi-Fi + Cellular",
760,F19D,"Apple iPad mini (16GB) Wi-Fi + Cellular",
761,F19D,"Apple iPad mini (32GB) Wi-Fi + Cellular",
762,F19D,"Apple iPad mini (64GB) Wi-Fi + Cellular",
763,F19G,"Apple iPad mini (16GB) Wi-Fi + Cellular",
764,F19G,"Apple iPad mini (32GB) Wi-Fi + Cellular",
765,F19G,"Apple iPad mini (64GB) Wi-Fi + Cellular",
766,F19H,"Apple iPad mini (16GB) Wi-Fi + Cellular",
767,F19H,"Apple iPad mini (32GB) Wi-Fi + Cellular",
768,F19H,"Apple iPad mini (64GB) Wi-Fi + Cellular",
769,F19J,"Apple iPad mini (16GB) Wi-Fi + Cellular",
770,F19J,"Apple iPad mini (32GB) Wi-Fi + Cellular",
771,F19J,"Apple iPad mini (64GB) Wi-Fi + Cellular",
772,F19K,"Apple iPad mini (16GB) Wi-Fi + Cellular",
773,F19K,"Apple iPad mini (32GB) Wi-Fi + Cellular",
774,F19K,"Apple iPad mini (64GB) Wi-Fi + Cellular",
775,F19L,"Apple iPad mini (16GB) Wi-Fi + Cellular",
776,F19L,"Apple iPad mini (32GB) Wi-Fi + Cellular",
777,F19L,"Apple iPad mini (64GB) Wi-Fi + Cellular",
778,F19M,"Apple iPad mini (16GB) Wi-Fi + Cellular",
779,F19M,"Apple iPad mini (32GB) Wi-Fi + Cellular",
780,F19M,"Apple iPad mini (64GB) Wi-Fi + Cellular",
781,F19N,"Apple iPad mini (16GB) Wi-Fi + Cellular",
782,F19N,"Apple iPad mini (32GB) Wi-Fi + Cellular",
783,F19N,"Apple iPad mini (64GB) Wi-Fi + Cellular",
784,F19P,"Apple iPad mini (16GB) Wi-Fi + Cellular",
785,F19P,"Apple iPad mini (32GB) Wi-Fi + Cellular",
786,F19P,"Apple iPad mini (64GB) Wi-Fi + Cellular",
787,GXPY,"Apple iPad Pro 9.7-inch (32GB) Wi-Fi + Cellular",
788,GXPY,"Apple iPad Pro 9.7-inch (256GB) Wi-Fi + Cellular",
789,GXPY,"Apple iPad Pro 9.7-inch (128GB) Wi-Fi + Cellular",
790,GXQ7,"Apple iPad Pro 9.7-inch (32GB) Wi-Fi + Cellular",
791,GXQ7,"Apple iPad Pro 9.7-inch (256GB) Wi-Fi + Cellular",
792,GXQ7,"Apple iPad Pro 9.7-inch (128GB) Wi-Fi + Cellular",
793,H1M9,"Apple iPad Pro 9.7-inch (32GB) Wi-Fi",
794,H1M9,"Apple iPad Pro 9.7-inch (256GB) Wi-Fi",
795,H1M9,"Apple iPad Pro 9.7-inch (128GB) Wi-Fi",
796,H1MJ,"Apple iPad Pro 9.7-inch (32GB) Wi-Fi",
797,H1MJ,"Apple iPad Pro 9.7-inch (256GB) Wi-Fi",
798,H1MJ,"Apple iPad Pro 9.7-inch (128GB) Wi-Fi",
799,H1MK,"Apple iPad Pro 9.7-inch (32GB) Wi-Fi",
800,H1MK,"Apple iPad Pro 9.7-inch (256GB) Wi-Fi",
801,H1MK,"Apple iPad Pro 9.7-inch (128GB) Wi-Fi",
802,G5MC,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
803,G5MC,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
804,G5MC,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
805,G5MC,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
806,G5MD,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
807,G5MD,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
808,G5MD,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
809,G5MD,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
810,G5MF,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
811,G5MF,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
812,G5MF,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
813,G5MF,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
814,G5MG,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
815,G5MG,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
816,G5MG,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
817,G5MG,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
818,G5MH,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
819,G5MH,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
820,G5MH,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
821,G5MH,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
822,G5MJ,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
823,G5MJ,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
824,G5MJ,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
825,G5MJ,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
826,G5MK,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
827,G5MK,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
828,G5MK,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
829,G5MK,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
830,G5ML,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
831,G5ML,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
832,G5ML,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
833,G5ML,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
834,G5MM,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
835,G5MM,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
836,G5MM,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
837,G5MM,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
838,G5MR,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
839,G5MR,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
840,G5MR,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
841,G5MR,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
842,G5N0,"Apple iPhone 6 (128GB) AT&T/Verizon/T-Mobile",
843,G5N0,"Apple iPhone 6 (16GB) AT&T/Verizon/T-Mobile",
844,G5N0,"Apple iPhone 6 (32GB) AT&T/Verizon/T-Mobile",
845,G5N0,"Apple iPhone 6 (64GB) AT&T/Verizon/T-Mobile",
846,G5QF,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
847,G5QF,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
848,G5QF,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
849,G5QF,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
850,G5QG,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
851,G5QG,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
852,G5QG,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
853,G5QG,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
854,G5QH,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
855,G5QH,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
856,G5QH,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
857,G5QH,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
858,G5QJ,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
859,G5QJ,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
860,G5QJ,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
861,G5QJ,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
862,G5QK,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
863,G5QK,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
864,G5QK,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
865,G5QK,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
866,G5QL,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
867,G5QL,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
868,G5QL,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
869,G5QL,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
870,G5QM,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
871,G5QM,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
872,G5QM,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
873,G5QM,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
874,G5QN,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
875,G5QN,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
876,G5QN,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
877,G5QN,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
878,G5QP,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
879,G5QP,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
880,G5QP,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
881,G5QP,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
882,G5QT,"Apple iPhone 6 Plus (128GB) AT&T/Verizon/T-Mobile",
883,G5QT,"Apple iPhone 6 Plus (16GB) AT&T/Verizon/T-Mobile",
884,G5QT,"Apple iPhone 6 Plus (32GB) AT&T/Verizon/T-Mobile",
885,G5QT,"Apple iPhone 6 Plus (64GB) AT&T/Verizon/T-Mobile",
886,GRXQ,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
887,GRXQ,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
888,GRXQ,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
889,GRXQ,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
890,GRXW,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
891,GRXW,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
892,GRXW,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
893,GRXW,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
894,GRXX,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
895,GRXX,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
896,GRXX,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
897,GRXX,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
898,GRXY,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
899,GRXY,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
900,GRXY,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
901,GRXY,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
902,GRY1,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
903,GRY1,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
904,GRY1,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
905,GRY1,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
906,GRY8,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
907,GRY8,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
908,GRY8,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
909,GRY8,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
910,GRY9,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
911,GRY9,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
912,GRY9,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
913,GRY9,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
914,GRYG,"Apple iPhone 6s (128GB) AT&T/Verizon/T-Mobile",
915,GRYG,"Apple iPhone 6s (16GB) AT&T/Verizon/T-Mobile",
916,GRYG,"Apple iPhone 6s (32GB) AT&T/Verizon/T-Mobile",
917,GRYG,"Apple iPhone 6s (64GB) AT&T/Verizon/T-Mobile",
918,GRWJ,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
919,GRWJ,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
920,GRWJ,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
921,GRWJ,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
922,GRWL,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
923,GRWL,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
924,GRWL,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
925,GRWL,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
926,GRWQ,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
927,GRWQ,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
928,GRWQ,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
929,GRWQ,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
930,GRWT,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
931,GRWT,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
932,GRWT,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
933,GRWT,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
934,GRWV,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
935,GRWV,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
936,GRWV,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
937,GRWV,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
938,GRX2,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
939,GRX2,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
940,GRX2,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
941,GRX2,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
942,GRX4,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
943,GRX4,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
944,GRX4,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
945,GRX4,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
946,GRX7,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
947,GRX7,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
948,GRX7,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
949,GRX7,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
950,GRX8,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
951,GRX8,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
952,GRX8,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
953,GRX8,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
954,GRXG,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
955,GRXG,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
956,GRXG,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
957,GRXG,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
958,GRXK,"Apple iPhone 6s Plus (128GB) AT&T/Verizon/T-Mobile",
959,GRXK,"Apple iPhone 6s Plus (16GB) AT&T/Verizon/T-Mobile",
960,GRXK,"Apple iPhone 6s Plus (32GB) AT&T/Verizon/T-Mobile",
961,GRXK,"Apple iPhone 6s Plus (64GB) AT&T/Verizon/T-Mobile",
962,HFYF,"Apple iPhone 7 Plus (256GB) AT&T/Verizon/T-Mobile",
963,H2XL,"Apple iPhone SE (64GB) AT&T/Verizon/T-Mobile",
964,H2XL,"Apple iPhone SE (16GB) AT&T/Verizon/T-Mobile",
965,H2XT,"Apple iPhone SE (64GB) AT&T/Verizon/T-Mobile",
966,H2XT,"Apple iPhone SE (16GB) AT&T/Verizon/T-Mobile",
967,H2XV,"Apple iPhone SE (64GB) AT&T/Verizon/T-Mobile",
968,H2XV,"Apple iPhone SE (16GB) AT&T/Verizon/T-Mobile",
969,DWYL,"Apple Mac mini 2.3GHz Quad-Core i7 (Late 2012) MD388L/A",
970,DWYL,"Apple Mac mini 2.5GHz Core i5 (Late 2012) MD387LL/A",
971,DWYL,"Apple Mac mini 2.6GHz Quad-Core i7 (Late 2012) MD388L/A",
972,DWYM,"Apple Mac mini 2.3GHz Quad-Core i7 (Late 2012) MD388L/A",
973,DWYM,"Apple Mac mini 2.5GHz Core i5 (Late 2012) MD387LL/A",
974,DWYM,"Apple Mac mini 2.6GHz Quad-Core i7 (Late 2012) MD388L/A",
975,DY3G,"Apple Mac mini 2.3GHz Quad-Core i7 (Late 2012) MD388L/A",
976,DY3G,"Apple Mac mini 2.5GHz Core i5 (Late 2012) MD387LL/A",
977,DY3G,"Apple Mac mini 2.6GHz Quad-Core i7 (Late 2012) MD388L/A",
978,DY3H,"Apple Mac mini 2.3GHz Quad-Core i7 (Late 2012) MD388L/A",
979,DY3H,"Apple Mac mini 2.5GHz Core i5 (Late 2012) MD387LL/A",
980,DY3H,"Apple Mac mini 2.6GHz Quad-Core i7 (Late 2012) MD388L/A",
981,F9VV,"Apple Mac mini 2.3GHz Quad-Core i7 (Late 2012) MD388L/A",
982,F9VV,"Apple Mac mini 2.5GHz Core i5 (Late 2012) MD387LL/A",
983,F9VV,"Apple Mac mini 2.6GHz Quad-Core i7 (Late 2012) MD388L/A",
984,F9VW,"Apple Mac mini 2.3GHz Quad-Core i7 (Late 2012) MD388L/A",
985,F9VW,"Apple Mac mini 2.5GHz Core i5 (Late 2012) MD387LL/A",
986,F9VW,"Apple Mac mini 2.6GHz Quad-Core i7 (Late 2012) MD388L/A",
987,G1HV,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
988,G1HV,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
989,G1HV,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
990,G1HV,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
991,G1HW,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
992,G1HW,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
993,G1HW,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
994,G1HW,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
995,G1HY,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
996,G1HY,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
997,G1HY,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
998,G1HY,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
999,G1J0,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
1000,G1J0,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
1001,G1J0,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
1002,G1J0,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
1003,G1J1,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
1004,G1J1,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
1005,G1J1,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
1006,G1J1,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
1007,G1J2,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
1008,G1J2,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
1009,G1J2,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
1010,G1J2,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
1011,GCVN,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
1012,GCVN,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
1013,GCVN,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
1014,GCVN,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
1015,GF1N,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
1016,GF1N,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
1017,GF1N,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
1018,GF1N,"Apple Mac mini 1.4GHz Core i5 (Late 2014) MGEM2LL/A",
1019,GJDC,"Apple Mac mini 3.0GHz Core i7 (Late 2014) MGEN2LL/A",
1020,GJDC,"Apple Mac mini 2.8GHz Core i5 (Late 2014) MGEQ2LL/A",
1021,GJDC,"Apple Mac mini 2.6GHz Core i5 (Late 2014) MGEN2LL/A",
